Port/Protocol Combination Counts:

Port       Protocol   Count
65077      icmp       1    
39202      tcp        1    
1425       tcp        2    
26884      icmp       2    
61982      icmp       2    
21150      tcp        1    
48769      tcp        1    
10242      tcp        1    
11167      tcp        1    
42632      tcp        2    
11958      icmp       1    
60833      udp        2    
6775       udp        1    
13266      icmp       1    
31890      tcp        2    
22010      udp        1    
14680      icmp       1    
31025      tcp        2    
36978      icmp       2    
14920      icmp       2    
61449      udp        1    
47004      udp        1    
54397      udp        2    
6160       icmp       1    
44237      udp        3    
10741      udp        1    
37329      tcp        1    
28347      udp        4    
38195      udp        1    
44703      tcp        3    
28066      icmp       1    
8326       udp        1    
58314      icmp       2    
23187      tcp        1    
42961      tcp        1    
5448       icmp       2    
56497      icmp       2    
36398      icmp       1    
17203      icmp       1    
26098      udp        2    
49869      tcp        1    
58899      udp        2    
30745      udp        1    
62438      tcp        2    
50984      icmp       1    
8616       icmp       2    
14128      udp        1    
65003      tcp        1    
61061      icmp       3    
23397      tcp        1    
29338      udp        1    
34826      udp        2    
49557      icmp       1    
33466      tcp        1    
17068      udp        1    
27063      icmp       1    
3546       udp        1    
58642      udp        1    
43416      icmp       1    
34693      udp        1    
58500      tcp        1    
10474      tcp        1    
59260      tcp        1    
57293      udp        1    
55890      icmp       1    
38020      udp        2    
49821      icmp       1    
53655      udp        2    
62199      icmp       1    
19218      icmp       1    
21309      tcp        2    
7781       tcp        1    
60295      icmp       1    
30926      icmp       2    
20427      udp        3    
16660      udp        1    
38961      udp        1    
7357       udp        1    
21765      tcp        1    
64861      icmp       2    
27761      icmp       1    
60024      tcp        3    
53522      tcp        1    
33767      tcp        1    
60714      udp        1    
5391       tcp        1    
34439      tcp        3    
38706      udp        1    
41156      tcp        2    
23781      tcp        1    
49045      tcp        1    
32814      icmp       1    
49144      icmp       1    
63753      tcp        2    
64728      udp        1    
26564      icmp       1    
16383      icmp       1    
31827      icmp       2    
16042      tcp        2    
43956      tcp        1    
20408      icmp       2    
37472      udp        1    
53963      udp        1    
44214      tcp        1    
20834      icmp       2    
37324      tcp        1    
6152       udp        2    
23417      tcp        1    
46362      tcp        1    
21100      icmp       1    
10062      icmp       1    
44458      icmp       1    
39024      udp        2    
58289      udp        2    
13271      udp        2    
3964       tcp        2    
29273      udp        1    
12107      tcp        1    
5055       tcp        1    
13537      icmp       2    
31237      icmp       1    
18508      tcp        2    
49322      udp        1    
14068      icmp       2    
46359      tcp        2    
33292      icmp       1    
40874      tcp        2    
59268      icmp       1    
49662      udp        2    
37807      tcp        1    
11547      tcp        1    
30355      udp        1    
59907      icmp       1    
26773      icmp       1    
13672      udp        1    
44190      tcp        1    
61573      udp        1    
21893      udp        2    
16796      tcp        1    
13078      icmp       2    
43073      udp        2    
53817      udp        1    
44728      tcp        1    
29768      tcp        1    
12111      tcp        1    
51337      tcp        1    
21076      icmp       1    
22850      tcp        1    
36332      udp        1    
39059      icmp       1    
61745      udp        1    
24745      tcp        1    
59915      tcp        1    
62015      icmp       1    
47057      tcp        1    
27466      icmp       1    
28982      icmp       1    
6110       udp        1    
